date, pm25, pm10, no2, so2, co
2015/3/16, 115, 84, 38, 18, 15
2015/3/17, 114, 78, 36, 12, 13
2015/3/18, 105, 62, 33, 8, 8
2015/3/19, 60, 64, 34, 8, 10
2015/3/20, 59, 71, 31, 11, 9
2015/3/21, 82, 82, 33, 17, 12
2015/3/22, 97, 89, 37, 17, 14
2015/3/23, 88, 105, 37, 20, 17
2015/3/24, 113, 123, 38, 24, 16
2015/3/25, 105, 136, 35, 27, 13
2015/3/26, 121, 45, 34, 14, 15
2015/3/27, 80, 77, 33, 11, 12
2015/3/28, 84, 97, 30, 13, 13
2015/3/29, 101, 43, 26, 8, 10
2015/3/30, 75, 86, 78, 13, 309
2015/3/31, 94, 93, 77, , 132
2014/10/20, 190, 180, 44, 13, 17
2014/10/21, 154, 207, 46, 15, 18
2014/10/22, 163, 144, 43, 13, 14
2014/10/23, 150, 204, 47, 11, 20
2014/10/24, 156, 334, 31, 7, 15
2014/10/25, 184, 89, 38, 7, 9
2014/10/26, 82, 89, 33, 8, 8
2014/10/27, 77, 113, 32, 8, 9
2014/10/28, 121, 99, 39, 8, 10
2014/10/29, 132, 99, 36, 7, 11
2014/10/30, 121, 83, 35, 10, 9
2014/10/31, 106, 105, 34, 7, 14
2014/11/1, 115, 185, 44, 14, 20
2014/11/2, 187, 247, 48, 19, 23
2014/11/3, 188, 246, 42, 12, 24
2014/11/4, 189, 96, 35, 9, 12
2014/11/5, 132, 138, 40, 14, 15
2014/11/6, 161, 213, 50, 16, 20
2014/11/7, 182, 264, 54, 21, 24
2014/11/8, 207, 328, 54, 27, 29
2014/11/9, 288, 198, 34, 10, 11
2014/11/10, 177, 262, 31, 3, 7
2014/11/11, 220, 188, 37, 3, 12
2014/11/12, 189, 162, 51, , 20
2014/11/13, 196, 216, 58, , 22
2014/11/14, 201, 180, 52, , 22
2014/11/15, 193, 177, 49, , 19
2014/11/16, 204, 235, 61, , 24
2014/11/17, 219, 286, 65, , 29
2014/11/18, 229, 185, 55, , 17
2014/11/19, 165, 106, 48, , 13
2014/11/20, 119, 123, 51, 12, 13
2014/11/21, 129, 198, 67, 18, 24
2014/11/22, 204, 199, 67, 20, 26
2014/11/23, 215, 212, 67, 21, 21
2014/11/24, 193, 245, 47, 18, 16
2014/11/25, 148, 132, 28, 8, 13
2014/11/26, 131, 175, 34, 20, 19
2014/11/27, 188, 305, 41, 25, 29
2014/11/28, 234, 231, 36, 17, 20
2014/11/29, 196, 164, 21, 8, 11
2014/11/30, 159, 155, 30, 24, 25
2014/12/1, 227, 189, 39, 26, 7
2014/12/2, 228, 164, 39, 14, 2
2014/12/3, 184, 529, 45, 38, 6
2014/12/4, 364, 286, 42, 37, 23
2014/12/5, 272, 218, 36, 22, 18
2014/12/6, 280, 222, 40, 29, 28
2014/12/7, 278, 285, 40, 34, 31
2014/12/8, 278, 131, 34, 21, 16
2014/12/9, 166, 105, 34, 13, 16
2014/12/10, 158, 145, 33, 22, 23
2014/12/11, 219, 293, 34, 27, 23
2014/12/12, 235, 257, 40, 37, 30
2014/12/13, 280, 117, 28, 22, 14
2014/12/14, 177, 57, 29, 7, 13
2014/12/15, 119, 87, 34, 14, 16
2014/12/16, 148, 285, 48, 34, 38
2014/12/17, 357, 127, 35, 22, 21
2014/12/18, 223, 93, 30, 14, 20
2014/12/19, 223, , 33, 30, 34
2014/12/20, 414, , , , 
2024/12/31, , 109, 32, 42, 21
2024/10/16, , 97, , 5, 13
2024/10/24, , 50, 30, 4, 10
2024/10/25, , 4, 25, 3, 7
2024/4/2, , 109, 60, 10, 9
2024/4/25, , 50, 49, 2, 5
2024/4/26, , 50, 51, 3, 6
2024/4/27, , 47, 63, 7, 6
2024/4/28, , 83, 74, 10, 7
2024/4/29, , 87, 77, 9, 6
2024/5/5, , 60, 78, 13, 5
2024/6/23, , 75, 69, 4, 5
2023/10/30, , 130, 38, 5, 11
2023/7/15, , 65, 23, 2, 4
2023/1/2, , 66, 33, 21, 15
2023/1/31, , 80, 48, 34, 22
2023/2/1, , 107, 46, 38, 20
2022/12/22, , 97, 55, 38, 25
2022/12/23, , 94, 42, 41, 31
2022/12/24, , 25, 28, 11, 9
2022/12/25, , 30, 32, 9, 9
2022/12/26, , 58, 45, 11, 17
2022/12/30, , 102, 49, 34, 22
2022/12/31, , 114, 51, 32, 24
2022/7/13, , 32, 20, 1, 3
2022/7/14, , 34, 23, , 4
2022/8/9, , 74, 27, 2, 
2022/6/29, , 59, 35, 2, 6
2022/3/12, , 47, 21, 8, 
2021/10/9, , 62, 14, 4, 
2021/9/11, , 9, 11, , 
2021/5/22, , 39, 9, 2, 
2020/10/16, , 80, 26, 5, 
2020/9/16, , 63, 18, 1, 
2020/9/17, , 65, 21, 3, 
2020/9/18, , 70, 22, 3, 
2020/9/19, , 70, 22, , 
2020/9/20, , 74, 32, 3, 
2020/9/21, , 69, 34, 8, 
2020/9/22, , 58, , , 
2020/9/23, , 42, , , 
2020/3/31, , 66, 29, 10, 
2019/12/31, , 75, 31, 19, 
2019/10/1, , 52, 13, , 
2019/10/2, , 31, 13, , 
2019/10/3, , 29, 16, 2, 
2019/10/4, , 55, 17, 4, 
2019/10/5, , 66, 18, 2, 
2019/10/6, , 70, 18, 2, 
2019/10/7, , 60, 16, , 
2019/10/8, , 66, 19, 4, 
2019/10/9, , 67, 16, 2, 
2019/10/10, , 48, 15, 3, 
2019/10/11, , 45, 16, 4, 
2019/10/12, , 51, 16, 3, 
2019/10/13, , 61, 17, 3, 
2019/10/14, , 74, 21, 7, 
2019/10/15, , 82, 22, 8, 
2019/10/16, , 77, 22, 7, 
2019/10/17, , 75, 22, 7, 
2019/10/18, , 77, 22, 8, 
2019/10/19, , 60, 16, 4, 
2019/10/20, , 51, 19, 3, 
2019/10/21, , 66, 20, 4, 
2019/10/22, , 62, 17, 2, 
2019/10/23, , 35, 15, 1, 
2019/10/24, , 71, 20, 6, 
2019/10/25, , 79, 22, 11, 
2019/10/26, , 84, 24, 11, 
2019/10/27, , 72, 18, 6, 
2019/10/28, , 67, 22, 5, 
2019/10/29, , 74, 24, 6, 
2019/10/30, , 70, 24, 6, 
2019/10/31, , 78, 24, 9, 
2019/11/1, , 81, 24, 7, 
2019/11/2, , 80, 24, 9, 
2019/11/3, , 83, 22, 9, 
2019/11/4, , 63, 21, 7, 
2019/11/5, , 72, 26, 9, 
2019/11/6, , 77, 23, 5, 
2019/11/7, , 68, 26, 7, 
2019/11/8, , 73, 28, 16, 
2019/11/9, , 78, 25, 14, 
2019/11/10, , 75, 23, 5, 
2019/11/11, , 54, 23, 4, 
2019/11/12, , 15, 16, 1, 
2019/11/13, , 56, 27, 8, 
2019/11/14, , 60, 29, 12, 
2019/11/15, , 57, 26, 9, 
2019/11/16, , 55, 18, 5, 
2019/11/17, , 31, 17, 4, 
2019/11/18, , 60, 24, 15, 
2019/11/19, , 59, 27, 15, 
2019/11/20, , 66, 27, 14, 
2019/11/21, , 67, 26, 11, 
2019/11/22, , 74, 20, 17, 
2019/11/23, , 73, 21, , 
2019/11/24, , 74, 24, , 
2019/11/25, , 89, 27, , 
2019/11/26, , 99, 27, , 
2019/11/27, , 70, 22, , 
2019/11/28, , 76, 24, , 
2019/11/29, , 55, 26, , 
2019/11/30, , 51, 25, , 
2019/12/1, , 74, 28, , 
2019/12/2, , 78, 33, , 
2019/12/3, , 57, 31, , 
2019/12/4, , 86, 36, , 
2019/12/5, , 74, 31, , 
2019/12/6, , 91, 33, 1, 
2019/12/7, , 86, 31, 15, 
2019/12/8, , 143, 37, 33, 
2019/12/9, , 81, 31, 19, 
2019/12/10, , 57, 28, 9, 
2019/12/11, , 54, 30, 15, 
2019/12/12, , 89, 36, 21, 
2019/12/13, , 83, 34, 21, 
2019/12/14, , 75, 34, 20, 
2019/12/15, , 84, 27, 15, 
2019/12/16, , 77, 28, 12, 
2019/12/17, , 47, 28, 17, 
2019/12/18, , 12, 33, 30, 
2019/12/19, , 18, 33, 25, 
2019/7/1, , 44, 12, 5, 
2019/7/2, , 44, 14, 3, 
2019/7/3, , 48, 12, 3, 
2019/7/4, , 35, 10, 1, 
2019/7/5, , 44, 13, 5, 
2019/7/6, , 52, 12, 6, 
2019/7/7, , 52, 9, 2, 
2019/7/8, , 35, 13, 9, 
2019/7/9, , 49, 15, 4, 
2019/7/10, , 60, 10, 2, 
2019/7/11, , 35, 8, 5, 
2019/7/12, , 24, 8, 11, 
2019/7/13, , 24, 8, 6, 
2019/7/14, , 27, 9, 3, 
2019/7/15, , 44, 12, 5, 
2019/7/16, , 45, 11, 4, 
2019/7/17, , 34, 12, 1, 
2019/7/18, , 49, 9, 1, 
2019/7/19, , 26, 10, 5, 
2019/7/20, , 41, 10, 2, 
2019/7/21, , 39, 9, , 
2019/7/22, , 26, 9, , 
2019/7/23, , 33, 8, 1, 
2019/7/24, , 32, 9, 2, 
2019/7/25, , 47, 10, 1, 
2019/7/26, , 31, 8, 1, 
2019/7/27, , 39, 7, 1, 
2019/7/28, , 30, 7, 3, 
2019/7/29, , 18, 7, 9, 
2019/7/30, , 46, 10, 1, 
2019/7/31, , 84, 10, 9, 
2019/8/1, , 71, 11, 5, 
2019/8/2, , 67, 12, 4, 
2019/8/3, , 63, 11, 6, 
2019/8/4, , 63, 10, 1, 
2019/8/5, , 40, 9, 1, 
2019/8/6, , 22, 8, 1, 
2019/8/7, , 38, 11, 1, 
2019/8/8, , 49, 12, 1, 
2019/8/9, , 13, 10, 1, 
2019/8/10, , 45, 9, , 
2019/8/11, , 54, 10, , 
2019/8/12, , 39, 11, , 
2019/8/13, , 48, 11, 1, 
2019/8/14, , 51, 7, , 
2019/8/15, , 27, 9, 3, 
2019/8/16, , 48, 9, 1, 
2019/8/17, , 49, 9, , 
2019/8/18, , 45, 10, , 
2019/8/19, , 44, 9, , 
2019/8/20, , 60, 10, , 
2019/8/21, , 62, 11, 1, 
2019/8/22, , 51, 11, , 
2019/8/23, , 48, 9, 1, 
2019/8/24, , 38, 10, , 
2019/8/25, , 58, 9, 1, 
2019/8/26, , 47, 10, , 
2019/8/27, , 55, 9, 2, 
2019/8/28, , 47, 11, 1, 
2019/8/29, , 53, 11, 3, 
2019/8/30, , 53, 11, 4, 
2019/8/31, , 56, 11, 1, 
2019/9/1, , 57, 15, 4, 
2019/9/2, , 69, 11, 1, 
2019/9/3, , 60, 15, 3, 
2019/9/4, , 66, 13, 4, 
2019/9/5, , 54, 12, 3, 
2019/9/6, , 47, 9, 1, 
2019/9/7, , 36, 8, , 
2019/9/8, , 39, 12, 2, 
2019/9/9, , 43, 12, 2, 
2019/9/10, , 52, 15, 2, 
2019/9/11, , 63, 10, 1, 
2019/9/12, , 36, 11, 3, 
2019/9/13, , 50, 11, 2, 
2019/9/14, , 55, 9, 2, 
2019/9/15, , 41, 12, 2, 
2019/9/16, , 55, 11, 1, 
2019/9/17, , 44, 13, 2, 
2019/9/18, , 48, 13, 3, 
2019/9/19, , 57, 14, 9, 
2019/9/20, , 52, 13, 3, 
2019/9/21, , 51, 14, 4, 
2019/9/22, , 60, 15, 4, 
2019/9/23, , 58, 16, 3, 
2019/9/24, , 68, 17, 4, 
2019/9/25, , 75, 18, 3, 
2019/9/26, , 72, 17, 2, 
2019/9/27, , 72, 15, 1, 
2019/9/28, , 42, 15, 1, 
2019/9/29, , 61, 17, 3, 
2019/9/30, , 64, 14, 1, 
2019/4/3, , 38, 22, , 
2019/4/15, , 61, , 4, 
2019/5/8, , 70, 19, 2, 
2019/5/9, , 45, 6, 2, 
2019/5/10, , 19, , 2, 
2019/5/15, , 35, 15, 7, 
2019/5/16, , 27, 13, 5, 
2019/5/17, , 33, 9, 2, 
2019/5/18, , 41, 12, 5, 
2019/5/19, , 44, 16, 8, 
2019/5/20, , 48, 23, 12, 
2019/5/21, , 64, 20, 12, 
2019/5/22, , 62, 21, 12, 
2019/5/23, , 40, 14, 11, 
2019/5/24, , 18, 11, 5, 
2019/5/25, , 21, 12, 3, 
2019/5/26, , 41, 18, 15, 
2019/5/27, , 56, 19, 7, 
2019/5/28, , 38, 10, 4, 
2019/5/29, , 40, 16, 4, 
2019/5/30, , 43, 20, 11, 
2019/5/31, , 54, 15, 7, 
2019/6/1, , 19, 11, 5, 
2019/6/2, , 42, 16, 5, 
2019/6/4, , 37, 19, 4, 
2019/6/5, , 42, 15, 6, 
2019/6/6, , 40, 15, 6, 
2019/6/7, , 39, 16, 6, 
2019/6/8, , 52, 20, 9, 
2019/6/9, , 56, 21, 10, 
2019/6/10, , 54, 19, 9, 
2019/6/11, , 39, 13, 2, 
2019/6/12, , 43, 17, 5, 
2019/6/13, , 53, 20, 2, 
2019/6/14, , 55, 13, 4, 
2019/6/15, , 20, 12, 6, 
2019/6/16, , 30, 17, 3, 
2019/6/17, , 45, 17, 6, 
2019/6/18, , 47, 16, 6, 
2019/6/19, , 50, 18, 5, 
2019/6/20, , 52, 19, 5, 
2019/6/21, , 54, 18, 6, 
2019/6/22, , 61, 14, 6, 
2019/6/23, , 49, 15, 5, 
2019/6/24, , 42, 15, 4, 
2019/6/25, , 41, 13, 10, 
2019/6/26, , 21, 11, 2, 
2019/6/27, , 20, 8, 2, 
2019/6/28, , 30, 9, 3, 
2019/6/29, , 31, 11, 2, 
2019/6/30, , 42, 11, 3, 
2018/12/31, , 88, 44, 35, 16
2019/1/9, , 167, , , 
2019/1/10, , 161, , , 
2018/7/5, , 71, 39, 1, 6
2018/7/19, , 36, 38, 1, 6
2018/7/28, , 35, 38, 1, 31
2017/12/31, , 97, 55, 20, 12
2018/1/23, , 62, 56, 9, 9
2017/7/2, , 50, 44, 9, 
2017/9/10, , 49, 36, 2, 
2016/7/8, , 76, 40, 4, 10
2016/7/16, , 47, 27, 7, 5
2016/8/6, , 39, 52, , 
2016/8/13, , 34, 21, , 
2016/9/7, , 94, 26, 2, 
2016/9/8, , 48, 29, 3, 
2016/9/9, , 61, 27, , 
2016/9/10, , 62, 35, 12, 
2016/6/11, , 55, 30, 8, 5
2016/6/15, , 51, 20, 4, 3
2016/6/29, , 51, 27, 5, 5
2016/3/20, , 80, 48, 24, 21
2015/10/14, , 121, 45, 19, 12
2015/11/1, , 161, 44, 27, 19
2015/12/19, , 116, 45, 35, 22
2016/1/2, , 77, 34, 17, 15
2015/7/4, , 36, 29, 3, 8
2015/4/4, , 94, 89, , 11
2015/4/17, , 41, 18, 5, 6
2015/4/18, , 57, 30, 11, 10
2015/4/19, , 74, 30, 9, 8
2015/6/13, , 69, 27, 11, 6
2015/1/3, , 999, 29, 16, 10
2015/1/10, , 322, 45, 45, 31
2015/1/17, , 131, 43, 19, 21
2015/1/24, , 98, 28, 9, 8
2015/1/31, , 125, 37, 27, 15
2015/2/7, , 202, 41, 42, 30
2015/3/7, , 66, 36, 8, 13
2014/10/19, , 237, 48, 14, 20
2024/5/4, , , 79, , 4
2021/11/25, , , 18, 21, 
2019/6/3, , , 11, 4, 
